word,mat_1,mat_2,mat_3,mat_4,mat_5,mat_6,mat_7,mat_8,mat_9,mat_10,mat_11,mat_12,mat_13,mat_14,mat_15,mat_16,mat_17,mat_18,mat_19,mat_20,mat_21,mat_22,mat_23,mat_24
אגרופניותיהם,0.333333333333333,0,0.272727272727273,0.111111111111111,0.222222222222222,0,0.555555555555556,0,0.888888888888889,0,0.5,0.25,0.545454545454545,0.111111111111111,0.555555555555556,0,0.8,0.25,0.545454545454545,0.111111111111111,0.4,0.25,0.777777777777778,0
אגרופניותיהן,0.333333333333333,0,0.272727272727273,0.111111111111111,0.222222222222222,0,0.555555555555556,0,0.888888888888889,0,0.5,0.25,0.545454545454545,0.111111111111111,0.555555555555556,0,0.8,0.25,0.545454545454545,0.111111111111111,0.4,0.25,0.666666666666667,0
אגרופניותייך,0.333333333333333,0,0.272727272727273,0.111111111111111,0.222222222222222,0,0.555555555555556,0,0.888888888888889,0,0.5,0.25,0.545454545454545,0.111111111111111,0.555555555555556,0,0.8,0.25,0.545454545454545,0.111111111111111,0.545454545454545,0.111111111111111,0.818181818181818,0.111111111111111
אגרופניותיכם,0.333333333333333,0,0.272727272727273,0.111111111111111,0.222222222222222,0,0.555555555555556,0,0.888888888888889,0,0.5,0.25,0.545454545454545,0.111111111111111,0.555555555555556,0,0.8,0.25,0.545454545454545,0.111111111111111,0.363636363636364,0.111111111111111,0.777777777777778,0
אגרופניותיכן,0.333333333333333,0,0.272727272727273,0.111111111111111,0.222222222222222,0,0.555555555555556,0,0.888888888888889,0,0.5,0.25,0.545454545454545,0.111111111111111,0.555555555555556,0,0.8,0.25,0.545454545454545,0.111111111111111,0.363636363636364,0.111111111111111,0.666666666666667,0
אגרופניותינו,0.333333333333333,0,0.272727272727273,0.111111111111111,0.222222222222222,0,0.555555555555556,0,0.888888888888889,0,0.5,0.25,0.545454545454545,0.111111111111111,0.555555555555556,0,0.8,0.25,0.545454545454545,0.111111111111111,0.5,0.25,0.555555555555556,0
אדמיניסטרטור,0.333333333333333,0,0.181818181818182,0.111111111111111,0.6,0.25,0.545454545454545,0.111111111111111,0.5,0.25,0.545454545454545,0.111111111111111,0.2,0.25,0.444444444444444,0,0.222222222222222,0,0.444444444444444,0,0.555555555555556,0,0.222222222222222,0
אדמיניסטרציה,0.333333333333333,0,0.181818181818182,0.111111111111111,0.6,0.25,0.545454545454545,0.111111111111111,0.5,0.25,0.545454545454545,0.111111111111111,0.2,0.25,0.444444444444444,0,0.222222222222222,0,0.7,0.25,0.545454545454545,0.111111111111111,0.4,0.25
אדמירליותיהם,0.333333333333333,0,0.181818181818182,0.111111111111111,0.6,0.25,0.545454545454545,0.111111111111111,0.222222222222222,0,0.727272727272727,0.111111111111111,0.545454545454545,0.111111111111111,0.555555555555556,0,0.8,0.25,0.545454545454545,0.111111111111111,0.4,0.25,0.777777777777778,0
אדמירליותיהן,0.333333333333333,0,0.181818181818182,0.111111111111111,0.6,0.25,0.545454545454545,0.111111111111111,0.222222222222222,0,0.727272727272727,0.111111111111111,0.545454545454545,0.111111111111111,0.555555555555556,0,0.8,0.25,0.545454545454545,0.111111111111111,0.4,0.25,0.666666666666667,0
אדמירליותייך,0.333333333333333,0,0.181818181818182,0.111111111111111,0.6,0.25,0.545454545454545,0.111111111111111,0.222222222222222,0,0.727272727272727,0.111111111111111,0.545454545454545,0.111111111111111,0.555555555555556,0,0.8,0.25,0.545454545454545,0.111111111111111,0.545454545454545,0.111111111111111,0.818181818181818,0.111111111111111
אדמירליותיכם,0.333333333333333,0,0.181818181818182,0.111111111111111,0.6,0.25,0.545454545454545,0.111111111111111,0.222222222222222,0,0.727272727272727,0.111111111111111,0.545454545454545,0.111111111111111,0.555555555555556,0,0.8,0.25,0.545454545454545,0.111111111111111,0.363636363636364,0.111111111111111,0.777777777777778,0
אדמירליותיכן,0.333333333333333,0,0.181818181818182,0.111111111111111,0.6,0.25,0.545454545454545,0.111111111111111,0.222222222222222,0,0.727272727272727,0.111111111111111,0.545454545454545,0.111111111111111,0.555555555555556,0,0.8,0.25,0.545454545454545,0.111111111111111,0.363636363636364,0.111111111111111,0.666666666666667,0
אדמירליותינו,0.333333333333333,0,0.181818181818182,0.111111111111111,0.6,0.25,0.545454545454545,0.111111111111111,0.222222222222222,0,0.727272727272727,0.111111111111111,0.545454545454545,0.111111111111111,0.555555555555556,0,0.8,0.25,0.545454545454545,0.111111111111111,0.5,0.25,0.555555555555556,0
אדריכלויותיה,0.333333333333333,0,0.181818181818182,0.111111111111111,0.222222222222222,0,0.545454545454545,0.111111111111111,0.363636363636364,0.111111111111111,0.727272727272727,0.111111111111111,0.555555555555556,0,0.545454545454545,0.111111111111111,0.555555555555556,0,0.8,0.25,0.545454545454545,0.111111111111111,0.4,0.25
אדריכלויותיו,0.333333333333333,0,0.181818181818182,0.111111111111111,0.222222222222222,0,0.545454545454545,0.111111111111111,0.363636363636364,0.111111111111111,0.727272727272727,0.111111111111111,0.555555555555556,0,0.545454545454545,0.111111111111111,0.555555555555556,0,0.8,0.25,0.545454545454545,0.111111111111111,0.555555555555556,0
אדריכלויותיי,0.333333333333333,0,0.181818181818182,0.111111111111111,0.222222222222222,0,0.545454545454545,0.111111111111111,0.363636363636364,0.111111111111111,0.727272727272727,0.111111111111111,0.555555555555556,0,0.545454545454545,0.111111111111111,0.555555555555556,0,0.8,0.25,0.545454545454545,0.111111111111111,0.545454545454545,0.111111111111111
אדריכלויותיך,0.333333333333333,0,0.181818181818182,0.111111111111111,0.222222222222222,0,0.545454545454545,0.111111111111111,0.363636363636364,0.111111111111111,0.727272727272727,0.111111111111111,0.555555555555556,0,0.545454545454545,0.111111111111111,0.555555555555556,0,0.8,0.25,0.545454545454545,0.111111111111111,0.818181818181818,0.111111111111111
אדריכליותיהם,0.333333333333333,0,0.181818181818182,0.111111111111111,0.222222222222222,0,0.545454545454545,0.111111111111111,0.363636363636364,0.111111111111111,0.727272727272727,0.111111111111111,0.545454545454545,0.111111111111111,0.555555555555556,0,0.8,0.25,0.545454545454545,0.111111111111111,0.4,0.25,0.777777777777778,0
אדריכליותיהן,0.333333333333333,0,0.181818181818182,0.111111111111111,0.222222222222222,0,0.545454545454545,0.111111111111111,0.363636363636364,0.111111111111111,0.727272727272727,0.111111111111111,0.545454545454545,0.111111111111111,0.555555555555556,0,0.8,0.25,0.545454545454545,0.111111111111111,0.4,0.25,0.666666666666667,0
אדריכליותייך,0.333333333333333,0,0.181818181818182,0.111111111111111,0.222222222222222,0,0.545454545454545,0.111111111111111,0.363636363636364,0.111111111111111,0.727272727272727,0.111111111111111,0.545454545454545,0.111111111111111,0.555555555555556,0,0.8,0.25,0.545454545454545,0.111111111111111,0.545454545454545,0.111111111111111,0.818181818181818,0.111111111111111
אדריכליותיכם,0.333333333333333,0,0.181818181818182,0.111111111111111,0.222222222222222,0,0.545454545454545,0.111111111111111,0.363636363636364,0.111111111111111,0.727272727272727,0.111111111111111,0.545454545454545,0.111111111111111,0.555555555555556,0,0.8,0.25,0.545454545454545,0.111111111111111,0.363636363636364,0.111111111111111,0.777777777777778,0
אדריכליותיכן,0.333333333333333,0,0.181818181818182,0.111111111111111,0.222222222222222,0,0.545454545454545,0.111111111111111,0.363636363636364,0.111111111111111,0.727272727272727,0.111111111111111,0.545454545454545,0.111111111111111,0.555555555555556,0,0.8,0.25,0.545454545454545,0.111111111111111,0.363636363636364,0.111111111111111,0.666666666666667,0
אדריכליותינו,0.333333333333333,0,0.181818181818182,0.111111111111111,0.222222222222222,0,0.545454545454545,0.111111111111111,0.363636363636364,0.111111111111111,0.727272727272727,0.111111111111111,0.545454545454545,0.111111111111111,0.555555555555556,0,0.8,0.25,0.545454545454545,0.111111111111111,0.5,0.25,0.555555555555556,0
אובייקטיביות,0.333333333333333,0,0.555555555555556,0,0.3,0.25,0.545454545454545,0.111111111111111,0.545454545454545,0.111111111111111,0.111111111111111,0,0.444444444444444,0,0.545454545454545,0.111111111111111,0.3,0.25,0.545454545454545,0.111111111111111,0.555555555555556,0,0.8,0.25
אובייקטיביים,0.333333333333333,0,0.555555555555556,0,0.3,0.25,0.545454545454545,0.111111111111111,0.545454545454545,0.111111111111111,0.111111111111111,0,0.444444444444444,0,0.545454545454545,0.111111111111111,0.3,0.25,0.545454545454545,0.111111111111111,0.545454545454545,0.111111111111111,0.777777777777778,0
אודיטוריומיה,0.333333333333333,0,0.555555555555556,0,0.181818181818182,0.111111111111111,0.545454545454545,0.111111111111111,0.444444444444444,0,0.555555555555556,0,0.222222222222222,0,0.545454545454545,0.111111111111111,0.555555555555556,0,0.6,0.25,0.545454545454545,0.111111111111111,0.4,0.25
אודיטוריומיו,0.333333333333333,0,0.555555555555556,0,0.181818181818182,0.111111111111111,0.545454545454545,0.111111111111111,0.444444444444444,0,0.555555555555556,0,0.222222222222222,0,0.545454545454545,0.111111111111111,0.555555555555556,0,0.6,0.25,0.545454545454545,0.111111111111111,0.555555555555556,0
אודיטוריומיי,0.333333333333333,0,0.555555555555556,0,0.181818181818182,0.111111111111111,0.545454545454545,0.111111111111111,0.444444444444444,0,0.555555555555556,0,0.222222222222222,0,0.545454545454545,0.111111111111111,0.555555555555556,0,0.6,0.25,0.545454545454545,0.111111111111111,0.545454545454545,0.111111111111111
אודיטוריומיך,0.333333333333333,0,0.555555555555556,0,0.181818181818182,0.111111111111111,0.545454545454545,0.111111111111111,0.444444444444444,0,0.555555555555556,0,0.222222222222222,0,0.545454545454545,0.111111111111111,0.555555555555556,0,0.6,0.25,0.545454545454545,0.111111111111111,0.818181818181818,0.111111111111111
אודיטוריומים,0.333333333333333,0,0.555555555555556,0,0.181818181818182,0.111111111111111,0.545454545454545,0.111111111111111,0.444444444444444,0,0.555555555555556,0,0.222222222222222,0,0.545454545454545,0.111111111111111,0.555555555555556,0,0.6,0.25,0.545454545454545,0.111111111111111,0.777777777777778,0
אודיטוריומכם,0.333333333333333,0,0.555555555555556,0,0.181818181818182,0.111111111111111,0.545454545454545,0.111111111111111,0.444444444444444,0,0.555555555555556,0,0.222222222222222,0,0.545454545454545,0.111111111111111,0.555555555555556,0,0.6,0.25,0.363636363636364,0.111111111111111,0.777777777777778,0
אודיטוריומכן,0.333333333333333,0,0.555555555555556,0,0.181818181818182,0.111111111111111,0.545454545454545,0.111111111111111,0.444444444444444,0,0.555555555555556,0,0.222222222222222,0,0.545454545454545,0.111111111111111,0.555555555555556,0,0.6,0.25,0.363636363636364,0.111111111111111,0.666666666666667,0
אודיטוריומנו,0.333333333333333,0,0.555555555555556,0,0.181818181818182,0.111111111111111,0.545454545454545,0.111111111111111,0.444444444444444,0,0.555555555555556,0,0.222222222222222,0,0.545454545454545,0.111111111111111,0.555555555555556,0,0.6,0.25,0.5,0.25,0.555555555555556,0
אווילויותיהם,0.333333333333333,0,0.555555555555556,0,0.555555555555556,0,0.545454545454545,0.111111111111111,0.727272727272727,0.111111111111111,0.555555555555556,0,0.545454545454545,0.111111111111111,0.555555555555556,0,0.8,0.25,0.545454545454545,0.111111111111111,0.4,0.25,0.777777777777778,0
אווילויותיהן,0.333333333333333,0,0.555555555555556,0,0.555555555555556,0,0.545454545454545,0.111111111111111,0.727272727272727,0.111111111111111,0.555555555555556,0,0.545454545454545,0.111111111111111,0.555555555555556,0,0.8,0.25,0.545454545454545,0.111111111111111,0.4,0.25,0.666666666666667,0
אווילויותייך,0.333333333333333,0,0.555555555555556,0,0.555555555555556,0,0.545454545454545,0.111111111111111,0.727272727272727,0.111111111111111,0.555555555555556,0,0.545454545454545,0.111111111111111,0.555555555555556,0,0.8,0.25,0.545454545454545,0.111111111111111,0.545454545454545,0.111111111111111,0.818181818181818,0.111111111111111
אווילויותיכם,0.333333333333333,0,0.555555555555556,0,0.555555555555556,0,0.545454545454545,0.111111111111111,0.727272727272727,0.111111111111111,0.555555555555556,0,0.545454545454545,0.111111111111111,0.555555555555556,0,0.8,0.25,0.545454545454545,0.111111111111111,0.363636363636364,0.111111111111111,0.777777777777778,0
אווילויותיכן,0.333333333333333,0,0.555555555555556,0,0.555555555555556,0,0.545454545454545,0.111111111111111,0.727272727272727,0.111111111111111,0.555555555555556,0,0.545454545454545,0.111111111111111,0.555555555555556,0,0.8,0.25,0.545454545454545,0.111111111111111,0.363636363636364,0.111111111111111,0.666666666666667,0
אווילויותינו,0.333333333333333,0,0.555555555555556,0,0.555555555555556,0,0.545454545454545,0.111111111111111,0.727272727272727,0.111111111111111,0.555555555555556,0,0.545454545454545,0.111111111111111,0.555555555555556,0,0.8,0.25,0.545454545454545,0.111111111111111,0.5,0.25,0.555555555555556,0
אווירודינמיי,0.333333333333333,0,0.555555555555556,0,0.555555555555556,0,0.545454545454545,0.111111111111111,0.222222222222222,0,0.555555555555556,0,0.181818181818182,0.111111111111111,0.545454545454545,0.111111111111111,0.5,0.25,0.6,0.25,0.545454545454545,0.111111111111111,0.545454545454545,0.111111111111111
אווירודינמית,0.333333333333333,0,0.555555555555556,0,0.555555555555556,0,0.545454545454545,0.111111111111111,0.222222222222222,0,0.555555555555556,0,0.181818181818182,0.111111111111111,0.545454545454545,0.111111111111111,0.5,0.25,0.6,0.25,0.545454545454545,0.111111111111111,0.8,0.25
אווירונאוטיי,0.333333333333333,0,0.555555555555556,0,0.555555555555556,0,0.545454545454545,0.111111111111111,0.222222222222222,0,0.555555555555556,0,0.5,0.25,0.333333333333333,0,0.555555555555556,0,0.444444444444444,0,0.545454545454545,0.111111111111111,0.545454545454545,0.111111111111111
אווירונאוטית,0.333333333333333,0,0.555555555555556,0,0.555555555555556,0,0.545454545454545,0.111111111111111,0.222222222222222,0,0.555555555555556,0,0.5,0.25,0.333333333333333,0,0.555555555555556,0,0.444444444444444,0,0.545454545454545,0.111111111111111,0.8,0.25
אוונגליסטיות,0.333333333333333,0,0.555555555555556,0,0.555555555555556,0,0.5,0.25,0.272727272727273,0.111111111111111,0.727272727272727,0.111111111111111,0.545454545454545,0.111111111111111,0.2,0.25,0.444444444444444,0,0.545454545454545,0.111111111111111,0.555555555555556,0,0.8,0.25
אוונגליסטיים,0.333333333333333,0,0.555555555555556,0,0.555555555555556,0,0.5,0.25,0.272727272727273,0.111111111111111,0.727272727272727,0.111111111111111,0.545454545454545,0.111111111111111,0.2,0.25,0.444444444444444,0,0.545454545454545,0.111111111111111,0.545454545454545,0.111111111111111,0.777777777777778,0
אוטואימוניות,0.333333333333333,0,0.555555555555556,0,0.444444444444444,0,0.555555555555556,0,0.333333333333333,0,0.545454545454545,0.111111111111111,0.6,0.25,0.555555555555556,0,0.5,0.25,0.545454545454545,0.111111111111111,0.555555555555556,0,0.8,0.25
אוטואימוניים,0.333333333333333,0,0.555555555555556,0,0.444444444444444,0,0.555555555555556,0,0.333333333333333,0,0.545454545454545,0.111111111111111,0.6,0.25,0.555555555555556,0,0.5,0.25,0.545454545454545,0.111111111111111,0.545454545454545,0.111111111111111,0.777777777777778,0
אוטוביוגרפיה,0.333333333333333,0,0.555555555555556,0,0.444444444444444,0,0.555555555555556,0,0.3,0.25,0.545454545454545,0.111111111111111,0.555555555555556,0,0.272727272727273,0.111111111111111,0.222222222222222,0,0.888888888888889,0,0.545454545454545,0.111111111111111,0.4,0.25
אוטוביוגרפיי,0.333333333333333,0,0.555555555555556,0,0.444444444444444,0,0.555555555555556,0,0.3,0.25,0.545454545454545,0.111111111111111,0.555555555555556,0,0.272727272727273,0.111111111111111,0.222222222222222,0,0.888888888888889,0,0.545454545454545,0.111111111111111,0.545454545454545,0.111111111111111
אוטוביוגרפית,0.333333333333333,0,0.555555555555556,0,0.444444444444444,0,0.555555555555556,0,0.3,0.25,0.545454545454545,0.111111111111111,0.555555555555556,0,0.272727272727273,0.111111111111111,0.222222222222222,0,0.888888888888889,0,0.545454545454545,0.111111111111111,0.8,0.25
אוטודידקטיות,0.333333333333333,0,0.555555555555556,0,0.444444444444444,0,0.555555555555556,0,0.181818181818182,0.111111111111111,0.545454545454545,0.111111111111111,0.181818181818182,0.111111111111111,0.111111111111111,0,0.444444444444444,0,0.545454545454545,0.111111111111111,0.555555555555556,0,0.8,0.25
אוטונומיותיה,0.333333333333333,0,0.555555555555556,0,0.444444444444444,0,0.555555555555556,0,0.5,0.25,0.555555555555556,0,0.6,0.25,0.545454545454545,0.111111111111111,0.555555555555556,0,0.8,0.25,0.545454545454545,0.111111111111111,0.4,0.25
אוטונומיותיו,0.333333333333333,0,0.555555555555556,0,0.444444444444444,0,0.555555555555556,0,0.5,0.25,0.555555555555556,0,0.6,0.25,0.545454545454545,0.111111111111111,0.555555555555556,0,0.8,0.25,0.545454545454545,0.111111111111111,0.555555555555556,0
אוטונומיותיי,0.333333333333333,0,0.555555555555556,0,0.444444444444444,0,0.555555555555556,0,0.5,0.25,0.555555555555556,0,0.6,0.25,0.545454545454545,0.111111111111111,0.555555555555556,0,0.8,0.25,0.545454545454545,0.111111111111111,0.545454545454545,0.111111111111111
אוטונומיותיך,0.333333333333333,0,0.555555555555556,0,0.444444444444444,0,0.555555555555556,0,0.5,0.25,0.555555555555556,0,0.6,0.25,0.545454545454545,0.111111111111111,0.555555555555556,0,0.8,0.25,0.545454545454545,0.111111111111111,0.818181818181818,0.111111111111111
אוטונומייתכם,0.333333333333333,0,0.555555555555556,0,0.444444444444444,0,0.555555555555556,0,0.5,0.25,0.555555555555556,0,0.6,0.25,0.545454545454545,0.111111111111111,0.545454545454545,0.111111111111111,0.8,0.25,0.363636363636364,0.111111111111111,0.777777777777778,0
אוטונומייתכן,0.333333333333333,0,0.555555555555556,0,0.444444444444444,0,0.555555555555556,0,0.5,0.25,0.555555555555556,0,0.6,0.25,0.545454545454545,0.111111111111111,0.545454545454545,0.111111111111111,0.8,0.25,0.363636363636364,0.111111111111111,0.666666666666667,0
אוטונומייתנו,0.333333333333333,0,0.555555555555556,0,0.444444444444444,0,0.555555555555556,0,0.5,0.25,0.555555555555556,0,0.6,0.25,0.545454545454545,0.111111111111111,0.545454545454545,0.111111111111111,0.8,0.25,0.5,0.25,0.555555555555556,0
אוכלוסיותיהם,0.333333333333333,0,0.555555555555556,0,0.363636363636364,0.111111111111111,0.727272727272727,0.111111111111111,0.555555555555556,0,0.2,0.25,0.545454545454545,0.111111111111111,0.555555555555556,0,0.8,0.25,0.545454545454545,0.111111111111111,0.4,0.25,0.777777777777778,0
אוכלוסיותיהן,0.333333333333333,0,0.555555555555556,0,0.363636363636364,0.111111111111111,0.727272727272727,0.111111111111111,0.555555555555556,0,0.2,0.25,0.545454545454545,0.111111111111111,0.555555555555556,0,0.8,0.25,0.545454545454545,0.111111111111111,0.4,0.25,0.666666666666667,0
אוכלוסיותייך,0.333333333333333,0,0.555555555555556,0,0.363636363636364,0.111111111111111,0.727272727272727,0.111111111111111,0.555555555555556,0,0.2,0.25,0.545454545454545,0.111111111111111,0.555555555555556,0,0.8,0.25,0.545454545454545,0.111111111111111,0.545454545454545,0.111111111111111,0.818181818181818,0.111111111111111
אוכלוסיותיכם,0.333333333333333,0,0.555555555555556,0,0.363636363636364,0.111111111111111,0.727272727272727,0.111111111111111,0.555555555555556,0,0.2,0.25,0.545454545454545,0.111111111111111,0.555555555555556,0,0.8,0.25,0.545454545454545,0.111111111111111,0.363636363636364,0.111111111111111,0.777777777777778,0
אוכלוסיותיכן,0.333333333333333,0,0.555555555555556,0,0.363636363636364,0.111111111111111,0.727272727272727,0.111111111111111,0.555555555555556,0,0.2,0.25,0.545454545454545,0.111111111111111,0.555555555555556,0,0.8,0.25,0.545454545454545,0.111111111111111,0.363636363636364,0.111111111111111,0.666666666666667,0
אוכלוסיותינו,0.333333333333333,0,0.555555555555556,0,0.363636363636364,0.111111111111111,0.727272727272727,0.111111111111111,0.555555555555556,0,0.2,0.25,0.545454545454545,0.111111111111111,0.555555555555556,0,0.8,0.25,0.545454545454545,0.111111111111111,0.5,0.25,0.555555555555556,0
אולטימטומיהם,0.333333333333333,0,0.555555555555556,0,0.727272727272727,0.111111111111111,0.444444444444444,0,0.545454545454545,0.111111111111111,0.6,0.25,0.444444444444444,0,0.555555555555556,0,0.6,0.25,0.545454545454545,0.111111111111111,0.4,0.25,0.777777777777778,0
אולטימטומיהן,0.333333333333333,0,0.555555555555556,0,0.727272727272727,0.111111111111111,0.444444444444444,0,0.545454545454545,0.111111111111111,0.6,0.25,0.444444444444444,0,0.555555555555556,0,0.6,0.25,0.545454545454545,0.111111111111111,0.4,0.25,0.666666666666667,0
אולטימטומייך,0.333333333333333,0,0.555555555555556,0,0.727272727272727,0.111111111111111,0.444444444444444,0,0.545454545454545,0.111111111111111,0.6,0.25,0.444444444444444,0,0.555555555555556,0,0.6,0.25,0.545454545454545,0.111111111111111,0.545454545454545,0.111111111111111,0.818181818181818,0.111111111111111
אולטימטומיכם,0.333333333333333,0,0.555555555555556,0,0.727272727272727,0.111111111111111,0.444444444444444,0,0.545454545454545,0.111111111111111,0.6,0.25,0.444444444444444,0,0.555555555555556,0,0.6,0.25,0.545454545454545,0.111111111111111,0.363636363636364,0.111111111111111,0.777777777777778,0
אולטימטומיכן,0.333333333333333,0,0.555555555555556,0,0.727272727272727,0.111111111111111,0.444444444444444,0,0.545454545454545,0.111111111111111,0.6,0.25,0.444444444444444,0,0.555555555555556,0,0.6,0.25,0.545454545454545,0.111111111111111,0.363636363636364,0.111111111111111,0.666666666666667,0
אולטימטומינו,0.333333333333333,0,0.555555555555556,0,0.727272727272727,0.111111111111111,0.444444444444444,0,0.545454545454545,0.111111111111111,0.6,0.25,0.444444444444444,0,0.555555555555556,0,0.6,0.25,0.545454545454545,0.111111111111111,0.5,0.25,0.555555555555556,0
אולטימטיביות,0.333333333333333,0,0.555555555555556,0,0.727272727272727,0.111111111111111,0.444444444444444,0,0.545454545454545,0.111111111111111,0.6,0.25,0.444444444444444,0,0.545454545454545,0.111111111111111,0.3,0.25,0.545454545454545,0.111111111111111,0.555555555555556,0,0.8,0.25
אולטימטיביים,0.333333333333333,0,0.555555555555556,0,0.727272727272727,0.111111111111111,0.444444444444444,0,0.545454545454545,0.111111111111111,0.6,0.25,0.444444444444444,0,0.545454545454545,0.111111111111111,0.3,0.25,0.545454545454545,0.111111111111111,0.545454545454545,0.111111111111111,0.777777777777778,0
אולטרסאונדים,0.333333333333333,0,0.555555555555556,0,0.727272727272727,0.111111111111111,0.444444444444444,0,0.222222222222222,0,0.2,0.25,0.333333333333333,0,0.555555555555556,0,0.5,0.25,0.181818181818182,0.111111111111111,0.545454545454545,0.111111111111111,0.777777777777778,0
אוליגרכיותיה,0.333333333333333,0,0.555555555555556,0,0.727272727272727,0.111111111111111,0.545454545454545,0.111111111111111,0.272727272727273,0.111111111111111,0.222222222222222,0,0.363636363636364,0.111111111111111,0.545454545454545,0.111111111111111,0.555555555555556,0,0.8,0.25,0.545454545454545,0.111111111111111,0.4,0.25
אוליגרכיותיו,0.333333333333333,0,0.555555555555556,0,0.727272727272727,0.111111111111111,0.545454545454545,0.111111111111111,0.272727272727273,0.111111111111111,0.222222222222222,0,0.363636363636364,0.111111111111111,0.545454545454545,0.111111111111111,0.555555555555556,0,0.8,0.25,0.545454545454545,0.111111111111111,0.555555555555556,0
אוליגרכיותיי,0.333333333333333,0,0.555555555555556,0,0.727272727272727,0.111111111111111,0.545454545454545,0.111111111111111,0.272727272727273,0.111111111111111,0.222222222222222,0,0.363636363636364,0.111111111111111,0.545454545454545,0.111111111111111,0.555555555555556,0,0.8,0.25,0.545454545454545,0.111111111111111,0.545454545454545,0.111111111111111
