word,mat_1,mat_2,mat_3,mat_4,mat_5,mat_6,mat_7,mat_8,mat_9,mat_10,mat_11,mat_12,mat_13,mat_14,mat_15,mat_16,mat_17,mat_18,mat_19,mat_20,mat_21,mat_22,mat_23,mat_24,mat_25,mat_26
aboriginality,0.1,0.5,0.625,1,0.818181818181818,0,0.363636363636364,0,0.727272727272727,0,0.5,0.5,0.727272727272727,0,0.75,1,0.1,0.5,0.9,0.5,0.727272727272727,0,0.454545454545455,0,0.545454545454545,0
abortifacient,0.1,0.5,0.625,1,0.818181818181818,0,0.363636363636364,0,0.454545454545455,0,0.727272727272727,0,0.4,0.5,0.1,0.5,0.375,1,0.727272727272727,0,0.272727272727273,0,0.75,1,0.454545454545455,0
abranchialism,0.1,0.5,0.625,1,0.363636363636364,0,0.1,0.5,0.75,1,0.375,1,0.6,0.5,0.727272727272727,0,0.1,0.5,0.9,0.5,0.727272727272727,0,0.2,0.5,0.875,1
absinthiating,0.1,0.5,0.625,1,0.2,0.5,0.727272727272727,0,0.75,1,0.454545454545455,0,0.6,0.5,0.727272727272727,0,0.1,0.5,0.454545454545455,0,0.727272727272727,0,0.75,1,0.5,0.5
absorbability,0.1,0.5,0.625,1,0.2,0.5,0.818181818181818,0,0.363636363636364,0,0.625,1,0.1,0.5,0.625,1,0.727272727272727,0,0.9,0.5,0.727272727272727,0,0.454545454545455,0,0.545454545454545,0
abstentionism,0.1,0.5,0.625,1,0.2,0.5,0.454545454545455,0,0.272727272727273,0,0.75,1,0.454545454545455,0,0.727272727272727,0,0.818181818181818,0,0.75,1,0.727272727272727,0,0.2,0.5,0.875,1
abstentionist,0.1,0.5,0.625,1,0.2,0.5,0.454545454545455,0,0.272727272727273,0,0.75,1,0.454545454545455,0,0.727272727272727,0,0.818181818181818,0,0.75,1,0.727272727272727,0,0.2,0.5,0.454545454545455,0
abstractional,0.1,0.5,0.625,1,0.2,0.5,0.454545454545455,0,0.363636363636364,0,0.1,0.5,0.375,1,0.454545454545455,0,0.727272727272727,0,0.818181818181818,0,0.75,1,0.1,0.5,0.9,0.5
abstractively,0.1,0.5,0.625,1,0.2,0.5,0.454545454545455,0,0.363636363636364,0,0.1,0.5,0.375,1,0.454545454545455,0,0.727272727272727,0,0.5,1,0.272727272727273,0,0.9,0.5,0.545454545454545,0
academization,0.1,0.5,0.375,1,0.1,0.5,0.3,0.5,0.272727272727273,0,0.875,1,0.727272727272727,0,0.125,1,0.1,0.5,0.454545454545455,0,0.727272727272727,0,0.818181818181818,0,0.75,1
acanthocereus,0.1,0.5,0.375,1,0.1,0.5,0.75,1,0.454545454545455,0,0.6,0.5,0.818181818181818,0,0.375,1,0.272727272727273,0,0.363636363636364,0,0.272727272727273,0,0.636363636363636,0,0.2,0.5
acanthopodous,0.1,0.5,0.375,1,0.1,0.5,0.75,1,0.454545454545455,0,0.6,0.5,0.818181818181818,0,0.909090909090909,0,0.818181818181818,0,0.3,0.5,0.818181818181818,0,0.636363636363636,0,0.2,0.5
acanthopteran,0.1,0.5,0.375,1,0.1,0.5,0.75,1,0.454545454545455,0,0.6,0.5,0.818181818181818,0,0.909090909090909,0,0.454545454545455,0,0.272727272727273,0,0.363636363636364,0,0.1,0.5,0.75,1
acaridomatium,0.1,0.5,0.375,1,0.1,0.5,0.363636363636364,0,0.727272727272727,0,0.3,0.5,0.818181818181818,0,0.875,1,0.1,0.5,0.454545454545455,0,0.727272727272727,0,0.636363636363636,0,0.875,1
acarocecidium,0.1,0.5,0.375,1,0.1,0.5,0.363636363636364,0,0.818181818181818,0,0.375,1,0.272727272727273,0,0.375,1,0.727272727272727,0,0.3,0.5,0.727272727272727,0,0.636363636363636,0,0.875,1
acatamathesia,0.1,0.5,0.375,1,0.1,0.5,0.454545454545455,0,0.1,0.5,0.875,1,0.1,0.5,0.454545454545455,0,0.6,0.5,0.272727272727273,0,0.2,0.5,0.727272727272727,0,0.1,0.5
acaudelescent,0.1,0.5,0.375,1,0.1,0.5,0.636363636363636,0,0.3,0.5,0.272727272727273,0,0.9,0.5,0.272727272727273,0,0.2,0.5,0.375,1,0.272727272727273,0,0.75,1,0.454545454545455,0
acceleratedly,0.1,0.5,0.375,1,0.375,1,0.272727272727273,0,0.9,0.5,0.272727272727273,0,0.363636363636364,0,0.1,0.5,0.454545454545455,0,0.272727272727273,0,0.3,0.5,0.9,0.5,0.545454545454545,0
accelerations,0.1,0.5,0.375,1,0.375,1,0.272727272727273,0,0.9,0.5,0.272727272727273,0,0.363636363636364,0,0.1,0.5,0.454545454545455,0,0.727272727272727,0,0.818181818181818,0,0.75,1,0.2,0.5
accelerograph,0.1,0.5,0.375,1,0.375,1,0.272727272727273,0,0.9,0.5,0.272727272727273,0,0.363636363636364,0,0.818181818181818,0,0.5,0.5,0.363636363636364,0,0.1,0.5,0.909090909090909,0,0.6,0.5
accelerometer,0.1,0.5,0.375,1,0.375,1,0.272727272727273,0,0.9,0.5,0.272727272727273,0,0.363636363636364,0,0.818181818181818,0,0.875,1,0.272727272727273,0,0.454545454545455,0,0.272727272727273,0,0.363636363636364,0
accendibility,0.1,0.5,0.375,1,0.375,1,0.272727272727273,0,0.75,1,0.3,0.5,0.727272727272727,0,0.625,1,0.727272727272727,0,0.9,0.5,0.727272727272727,0,0.454545454545455,0,0.545454545454545,0
acceptability,0.1,0.5,0.375,1,0.375,1,0.272727272727273,0,0.909090909090909,0,0.454545454545455,0,0.1,0.5,0.625,1,0.727272727272727,0,0.9,0.5,0.727272727272727,0,0.454545454545455,0,0.545454545454545,0
acceptilating,0.1,0.5,0.375,1,0.375,1,0.272727272727273,0,0.909090909090909,0,0.454545454545455,0,0.727272727272727,0,0.9,0.5,0.1,0.5,0.454545454545455,0,0.727272727272727,0,0.75,1,0.5,0.5
acceptilation,0.1,0.5,0.375,1,0.375,1,0.272727272727273,0,0.909090909090909,0,0.454545454545455,0,0.727272727272727,0,0.9,0.5,0.1,0.5,0.454545454545455,0,0.727272727272727,0,0.818181818181818,0,0.75,1
acceptingness,0.1,0.5,0.375,1,0.375,1,0.272727272727273,0,0.909090909090909,0,0.454545454545455,0,0.727272727272727,0,0.75,1,0.5,0.5,0.75,1,0.272727272727273,0,0.2,0.5,0.2,0.5
accessability,0.1,0.5,0.375,1,0.375,1,0.272727272727273,0,0.2,0.5,0.2,0.5,0.1,0.5,0.625,1,0.727272727272727,0,0.9,0.5,0.727272727272727,0,0.454545454545455,0,0.545454545454545,0
accessariness,0.1,0.5,0.375,1,0.375,1,0.272727272727273,0,0.2,0.5,0.2,0.5,0.1,0.5,0.363636363636364,0,0.727272727272727,0,0.75,1,0.272727272727273,0,0.2,0.5,0.2,0.5
accessaryship,0.1,0.5,0.375,1,0.375,1,0.272727272727273,0,0.2,0.5,0.2,0.5,0.1,0.5,0.363636363636364,0,0.545454545454545,0,0.2,0.5,0.6,0.5,0.727272727272727,0,0.909090909090909,0
accessibility,0.1,0.5,0.375,1,0.375,1,0.272727272727273,0,0.2,0.5,0.2,0.5,0.727272727272727,0,0.625,1,0.727272727272727,0,0.9,0.5,0.727272727272727,0,0.454545454545455,0,0.545454545454545,0
accessoriness,0.1,0.5,0.375,1,0.375,1,0.272727272727273,0,0.2,0.5,0.2,0.5,0.818181818181818,0,0.363636363636364,0,0.727272727272727,0,0.75,1,0.272727272727273,0,0.2,0.5,0.2,0.5
accessorizing,0.1,0.5,0.375,1,0.375,1,0.272727272727273,0,0.2,0.5,0.2,0.5,0.818181818181818,0,0.363636363636364,0,0.727272727272727,0,0.125,1,0.727272727272727,0,0.75,1,0.5,0.5
acciaccaturas,0.1,0.5,0.375,1,0.375,1,0.727272727272727,0,0.1,0.5,0.375,1,0.375,1,0.1,0.5,0.454545454545455,0,0.636363636363636,0,0.363636363636364,0,0.1,0.5,0.2,0.5
accidentalism,0.1,0.5,0.375,1,0.375,1,0.727272727272727,0,0.3,0.5,0.272727272727273,0,0.75,1,0.454545454545455,0,0.1,0.5,0.9,0.5,0.727272727272727,0,0.2,0.5,0.875,1
accidentalist,0.1,0.5,0.375,1,0.375,1,0.727272727272727,0,0.3,0.5,0.272727272727273,0,0.75,1,0.454545454545455,0,0.1,0.5,0.9,0.5,0.727272727272727,0,0.2,0.5,0.454545454545455,0
accidentality,0.1,0.5,0.375,1,0.375,1,0.727272727272727,0,0.3,0.5,0.272727272727273,0,0.75,1,0.454545454545455,0,0.1,0.5,0.9,0.5,0.727272727272727,0,0.454545454545455,0,0.545454545454545,0
accidentarily,0.1,0.5,0.375,1,0.375,1,0.727272727272727,0,0.3,0.5,0.272727272727273,0,0.75,1,0.454545454545455,0,0.1,0.5,0.363636363636364,0,0.727272727272727,0,0.9,0.5,0.545454545454545,0
acclimatation,0.1,0.5,0.375,1,0.375,1,0.9,0.5,0.727272727272727,0,0.875,1,0.1,0.5,0.454545454545455,0,0.1,0.5,0.454545454545455,0,0.727272727272727,0,0.818181818181818,0,0.75,1
acclimatement,0.1,0.5,0.375,1,0.375,1,0.9,0.5,0.727272727272727,0,0.875,1,0.1,0.5,0.454545454545455,0,0.272727272727273,0,0.875,1,0.272727272727273,0,0.75,1,0.454545454545455,0
acclimatising,0.1,0.5,0.375,1,0.375,1,0.9,0.5,0.727272727272727,0,0.875,1,0.1,0.5,0.454545454545455,0,0.727272727272727,0,0.2,0.5,0.727272727272727,0,0.75,1,0.5,0.5
acclimatizing,0.1,0.5,0.375,1,0.375,1,0.9,0.5,0.727272727272727,0,0.875,1,0.1,0.5,0.454545454545455,0,0.727272727272727,0,0.125,1,0.727272727272727,0,0.75,1,0.5,0.5
accombination,0.1,0.5,0.375,1,0.375,1,0.818181818181818,0,0.875,1,0.625,1,0.727272727272727,0,0.75,1,0.1,0.5,0.454545454545455,0,0.727272727272727,0,0.818181818181818,0,0.75,1
accommodately,0.1,0.5,0.375,1,0.375,1,0.818181818181818,0,0.875,1,0.875,1,0.818181818181818,0,0.3,0.5,0.1,0.5,0.454545454545455,0,0.272727272727273,0,0.9,0.5,0.545454545454545,0
accommodating,0.1,0.5,0.375,1,0.375,1,0.818181818181818,0,0.875,1,0.875,1,0.818181818181818,0,0.3,0.5,0.1,0.5,0.454545454545455,0,0.727272727272727,0,0.75,1,0.5,0.5
accommodation,0.1,0.5,0.375,1,0.375,1,0.818181818181818,0,0.875,1,0.875,1,0.818181818181818,0,0.3,0.5,0.1,0.5,0.454545454545455,0,0.727272727272727,0,0.818181818181818,0,0.75,1
accommodative,0.1,0.5,0.375,1,0.375,1,0.818181818181818,0,0.875,1,0.875,1,0.818181818181818,0,0.3,0.5,0.1,0.5,0.454545454545455,0,0.727272727272727,0,0.5,1,0.272727272727273,0
accommodators,0.1,0.5,0.375,1,0.375,1,0.818181818181818,0,0.875,1,0.875,1,0.818181818181818,0,0.3,0.5,0.1,0.5,0.454545454545455,0,0.818181818181818,0,0.363636363636364,0,0.2,0.5
accompaniment,0.1,0.5,0.375,1,0.375,1,0.818181818181818,0,0.875,1,0.909090909090909,0,0.1,0.5,0.75,1,0.727272727272727,0,0.875,1,0.272727272727273,0,0.75,1,0.454545454545455,0
accomplishers,0.1,0.5,0.375,1,0.375,1,0.818181818181818,0,0.875,1,0.909090909090909,0,0.9,0.5,0.727272727272727,0,0.2,0.5,0.6,0.5,0.272727272727273,0,0.363636363636364,0,0.2,0.5
accomplishing,0.1,0.5,0.375,1,0.375,1,0.818181818181818,0,0.875,1,0.909090909090909,0,0.9,0.5,0.727272727272727,0,0.2,0.5,0.6,0.5,0.727272727272727,0,0.75,1,0.5,0.5
accordionists,0.1,0.5,0.375,1,0.375,1,0.818181818181818,0,0.363636363636364,0,0.3,0.5,0.727272727272727,0,0.818181818181818,0,0.75,1,0.727272727272727,0,0.2,0.5,0.454545454545455,0,0.2,0.5
accorporation,0.1,0.5,0.375,1,0.375,1,0.818181818181818,0,0.363636363636364,0,0.909090909090909,0,0.818181818181818,0,0.363636363636364,0,0.1,0.5,0.454545454545455,0,0.727272727272727,0,0.818181818181818,0,0.75,1
accouchements,0.1,0.5,0.375,1,0.375,1,0.818181818181818,0,0.636363636363636,0,0.375,1,0.6,0.5,0.272727272727273,0,0.875,1,0.272727272727273,0,0.75,1,0.454545454545455,0,0.2,0.5
accountrement,0.1,0.5,0.375,1,0.375,1,0.818181818181818,0,0.636363636363636,0,0.75,1,0.454545454545455,0,0.363636363636364,0,0.272727272727273,0,0.875,1,0.272727272727273,0,0.75,1,0.454545454545455,0
accouterments,0.1,0.5,0.375,1,0.375,1,0.818181818181818,0,0.636363636363636,0,0.454545454545455,0,0.272727272727273,0,0.363636363636364,0,0.875,1,0.272727272727273,0,0.75,1,0.454545454545455,0,0.2,0.5
accoutrements,0.1,0.5,0.375,1,0.375,1,0.818181818181818,0,0.636363636363636,0,0.454545454545455,0,0.363636363636364,0,0.272727272727273,0,0.875,1,0.272727272727273,0,0.75,1,0.454545454545455,0,0.2,0.5
accreditation,0.1,0.5,0.375,1,0.375,1,0.363636363636364,0,0.272727272727273,0,0.3,0.5,0.727272727272727,0,0.454545454545455,0,0.1,0.5,0.454545454545455,0,0.727272727272727,0,0.818181818181818,0,0.75,1
acculturating,0.1,0.5,0.375,1,0.375,1,0.636363636363636,0,0.9,0.5,0.454545454545455,0,0.636363636363636,0,0.363636363636364,0,0.1,0.5,0.454545454545455,0,0.727272727272727,0,0.75,1,0.5,0.5
acculturation,0.1,0.5,0.375,1,0.375,1,0.636363636363636,0,0.9,0.5,0.454545454545455,0,0.636363636363636,0,0.363636363636364,0,0.1,0.5,0.454545454545455,0,0.727272727272727,0,0.818181818181818,0,0.75,1
acculturative,0.1,0.5,0.375,1,0.375,1,0.636363636363636,0,0.9,0.5,0.454545454545455,0,0.636363636363636,0,0.363636363636364,0,0.1,0.5,0.454545454545455,0,0.727272727272727,0,0.5,1,0.272727272727273,0
acculturizing,0.1,0.5,0.375,1,0.375,1,0.636363636363636,0,0.9,0.5,0.454545454545455,0,0.636363636363636,0,0.363636363636364,0,0.727272727272727,0,0.125,1,0.727272727272727,0,0.75,1,0.5,0.5
accumulations,0.1,0.5,0.375,1,0.375,1,0.636363636363636,0,0.875,1,0.636363636363636,0,0.9,0.5,0.1,0.5,0.454545454545455,0,0.727272727272727,0,0.818181818181818,0,0.75,1,0.2,0.5
accustomation,0.1,0.5,0.375,1,0.375,1,0.636363636363636,0,0.2,0.5,0.454545454545455,0,0.818181818181818,0,0.875,1,0.1,0.5,0.454545454545455,0,0.727272727272727,0,0.818181818181818,0,0.75,1
accustomizing,0.1,0.5,0.375,1,0.375,1,0.636363636363636,0,0.2,0.5,0.454545454545455,0,0.818181818181818,0,0.875,1,0.727272727272727,0,0.125,1,0.727272727272727,0,0.75,1,0.5,0.5
acenaphthenyl,0.1,0.5,0.375,1,0.272727272727273,0,0.75,1,0.1,0.5,0.909090909090909,0,0.6,0.5,0.454545454545455,0,0.6,0.5,0.272727272727273,0,0.75,1,0.545454545454545,0,0.9,0.5
acetabuliform,0.1,0.5,0.375,1,0.272727272727273,0,0.454545454545455,0,0.1,0.5,0.625,1,0.636363636363636,0,0.9,0.5,0.727272727272727,0,0.4,0.5,0.818181818181818,0,0.363636363636364,0,0.875,1
acetalization,0.1,0.5,0.375,1,0.272727272727273,0,0.454545454545455,0,0.1,0.5,0.9,0.5,0.727272727272727,0,0.125,1,0.1,0.5,0.454545454545455,0,0.727272727272727,0,0.818181818181818,0,0.75,1
acetaminophen,0.1,0.5,0.375,1,0.272727272727273,0,0.454545454545455,0,0.1,0.5,0.875,1,0.727272727272727,0,0.75,1,0.818181818181818,0,0.909090909090909,0,0.6,0.5,0.272727272727273,0,0.75,1
acetanisidide,0.1,0.5,0.375,1,0.272727272727273,0,0.454545454545455,0,0.1,0.5,0.75,1,0.727272727272727,0,0.2,0.5,0.727272727272727,0,0.3,0.5,0.727272727272727,0,0.3,0.5,0.272727272727273,0
acetanisidine,0.1,0.5,0.375,1,0.272727272727273,0,0.454545454545455,0,0.1,0.5,0.75,1,0.727272727272727,0,0.2,0.5,0.727272727272727,0,0.3,0.5,0.727272727272727,0,0.75,1,0.272727272727273,0
acetazolamide,0.1,0.5,0.375,1,0.272727272727273,0,0.454545454545455,0,0.1,0.5,0.125,1,0.818181818181818,0,0.9,0.5,0.1,0.5,0.875,1,0.727272727272727,0,0.3,0.5,0.272727272727273,0
acetbromamide,0.1,0.5,0.375,1,0.272727272727273,0,0.454545454545455,0,0.625,1,0.363636363636364,0,0.818181818181818,0,0.875,1,0.1,0.5,0.875,1,0.727272727272727,0,0.3,0.5,0.272727272727273,0
acethydrazide,0.1,0.5,0.375,1,0.272727272727273,0,0.454545454545455,0,0.6,0.5,0.545454545454545,0,0.3,0.5,0.363636363636364,0,0.1,0.5,0.125,1,0.727272727272727,0,0.3,0.5,0.272727272727273,0
acetification,0.1,0.5,0.375,1,0.272727272727273,0,0.454545454545455,0,0.727272727272727,0,0.4,0.5,0.727272727272727,0,0.375,1,0.1,0.5,0.454545454545455,0,0.727272727272727,0,0.818181818181818,0,0.75,1
acetylacetone,0.1,0.5,0.375,1,0.272727272727273,0,0.454545454545455,0,0.545454545454545,0,0.9,0.5,0.1,0.5,0.375,1,0.272727272727273,0,0.454545454545455,0,0.818181818181818,0,0.75,1,0.272727272727273,0
acetylaniline,0.1,0.5,0.375,1,0.272727272727273,0,0.454545454545455,0,0.545454545454545,0,0.9,0.5,0.1,0.5,0.75,1,0.727272727272727,0,0.9,0.5,0.727272727272727,0,0.75,1,0.272727272727273,0
acetylbenzene,0.1,0.5,0.375,1,0.272727272727273,0,0.454545454545455,0,0.545454545454545,0,0.9,0.5,0.625,1,0.272727272727273,0,0.75,1,0.125,1,0.272727272727273,0,0.75,1,0.272727272727273,0
acetylbenzoic,0.1,0.5,0.375,1,0.272727272727273,0,0.454545454545455,0,0.545454545454545,0,0.9,0.5,0.625,1,0.272727272727273,0,0.75,1,0.125,1,0.818181818181818,0,0.727272727272727,0,0.375,1
acetylcholine,0.1,0.5,0.375,1,0.272727272727273,0,0.454545454545455,0,0.545454545454545,0,0.9,0.5,0.375,1,0.6,0.5,0.818181818181818,0,0.9,0.5,0.727272727272727,0,0.75,1,0.272727272727273,0
acetylcyanide,0.1,0.5,0.375,1,0.272727272727273,0,0.454545454545455,0,0.545454545454545,0,0.9,0.5,0.375,1,0.545454545454545,0,0.1,0.5,0.75,1,0.727272727272727,0,0.3,0.5,0.272727272727273,0
acetylenation,0.1,0.5,0.375,1,0.272727272727273,0,0.454545454545455,0,0.545454545454545,0,0.9,0.5,0.272727272727273,0,0.75,1,0.1,0.5,0.454545454545455,0,0.727272727272727,0,0.818181818181818,0,0.75,1
acetylglycine,0.1,0.5,0.375,1,0.272727272727273,0,0.454545454545455,0,0.545454545454545,0,0.9,0.5,0.5,0.5,0.9,0.5,0.545454545454545,0,0.375,1,0.727272727272727,0,0.75,1,0.272727272727273,0
acetylization,0.1,0.5,0.375,1,0.272727272727273,0,0.454545454545455,0,0.545454545454545,0,0.9,0.5,0.727272727272727,0,0.125,1,0.1,0.5,0.454545454545455,0,0.727272727272727,0,0.818181818181818,0,0.75,1
acetoarsenite,0.1,0.5,0.375,1,0.272727272727273,0,0.454545454545455,0,0.818181818181818,0,0.1,0.5,0.363636363636364,0,0.2,0.5,0.272727272727273,0,0.75,1,0.727272727272727,0,0.454545454545455,0,0.272727272727273,0
acetometrical,0.1,0.5,0.375,1,0.272727272727273,0,0.454545454545455,0,0.818181818181818,0,0.875,1,0.272727272727273,0,0.454545454545455,0,0.363636363636364,0,0.727272727272727,0,0.375,1,0.1,0.5,0.9,0.5
acetomorphine,0.1,0.5,0.375,1,0.272727272727273,0,0.454545454545455,0,0.818181818181818,0,0.875,1,0.818181818181818,0,0.363636363636364,0,0.909090909090909,0,0.6,0.5,0.727272727272727,0,0.75,1,0.272727272727273,0
acetonylidene,0.1,0.5,0.375,1,0.272727272727273,0,0.454545454545455,0,0.818181818181818,0,0.75,1,0.545454545454545,0,0.9,0.5,0.727272727272727,0,0.3,0.5,0.272727272727273,0,0.75,1,0.272727272727273,0
acetonization,0.1,0.5,0.375,1,0.272727272727273,0,0.454545454545455,0,0.818181818181818,0,0.75,1,0.727272727272727,0,0.125,1,0.1,0.5,0.454545454545455,0,0.727272727272727,0,0.818181818181818,0,0.75,1
acetopiperone,0.1,0.5,0.375,1,0.272727272727273,0,0.454545454545455,0,0.818181818181818,0,0.909090909090909,0,0.727272727272727,0,0.909090909090909,0,0.272727272727273,0,0.363636363636364,0,0.818181818181818,0,0.75,1,0.272727272727273,0
acetothienone,0.1,0.5,0.375,1,0.272727272727273,0,0.454545454545455,0,0.818181818181818,0,0.454545454545455,0,0.6,0.5,0.727272727272727,0,0.272727272727273,0,0.75,1,0.818181818181818,0,0.75,1,0.272727272727273,0
achaemenidian,0.1,0.5,0.375,1,0.6,0.5,0.1,0.5,0.272727272727273,0,0.875,1,0.272727272727273,0,0.75,1,0.727272727272727,0,0.3,0.5,0.727272727272727,0,0.1,0.5,0.75,1
achievability,0.1,0.5,0.375,1,0.6,0.5,0.727272727272727,0,0.272727272727273,0,0.5,1,0.1,0.5,0.625,1,0.727272727272727,0,0.9,0.5,0.727272727272727,0,0.454545454545455,0,0.545454545454545,0
achromaticity,0.1,0.5,0.375,1,0.6,0.5,0.363636363636364,0,0.818181818181818,0,0.875,1,0.1,0.5,0.454545454545455,0,0.727272727272727,0,0.375,1,0.727272727272727,0,0.454545454545455,0,0.545454545454545,0
achromatising,0.1,0.5,0.375,1,0.6,0.5,0.363636363636364,0,0.818181818181818,0,0.875,1,0.1,0.5,0.454545454545455,0,0.727272727272727,0,0.2,0.5,0.727272727272727,0,0.75,1,0.5,0.5
achromatizing,0.1,0.5,0.375,1,0.6,0.5,0.363636363636364,0,0.818181818181818,0,0.875,1,0.1,0.5,0.454545454545455,0,0.727272727272727,0,0.125,1,0.727272727272727,0,0.75,1,0.5,0.5
achromatocyte,0.1,0.5,0.375,1,0.6,0.5,0.363636363636364,0,0.818181818181818,0,0.875,1,0.1,0.5,0.454545454545455,0,0.818181818181818,0,0.375,1,0.545454545454545,0,0.454545454545455,0,0.272727272727273,0
achromatophil,0.1,0.5,0.375,1,0.6,0.5,0.363636363636364,0,0.818181818181818,0,0.875,1,0.1,0.5,0.454545454545455,0,0.818181818181818,0,0.909090909090909,0,0.6,0.5,0.727272727272727,0,0.9,0.5
achromatopsia,0.1,0.5,0.375,1,0.6,0.5,0.363636363636364,0,0.818181818181818,0,0.875,1,0.1,0.5,0.454545454545455,0,0.818181818181818,0,0.909090909090909,0,0.2,0.5,0.727272727272727,0,0.1,0.5
achromobacter,0.1,0.5,0.375,1,0.6,0.5,0.363636363636364,0,0.818181818181818,0,0.875,1,0.818181818181818,0,0.625,1,0.1,0.5,0.375,1,0.454545454545455,0,0.272727272727273,0,0.363636363636364,0
achroodextrin,0.1,0.5,0.375,1,0.6,0.5,0.363636363636364,0,0.818181818181818,0,0.818181818181818,0,0.3,0.5,0.272727272727273,0,0.25,1,0.454545454545455,0,0.363636363636364,0,0.727272727272727,0,0.75,1
acyanoblepsia,0.1,0.5,0.375,1,0.545454545454545,0,0.1,0.5,0.75,1,0.818181818181818,0,0.625,1,0.9,0.5,0.272727272727273,0,0.909090909090909,0,0.2,0.5,0.727272727272727,0,0.1,0.5
acidification,0.1,0.5,0.375,1,0.727272727272727,0,0.3,0.5,0.727272727272727,0,0.4,0.5,0.727272727272727,0,0.375,1,0.1,0.5,0.454545454545455,0,0.727272727272727,0,0.818181818181818,0,0.75,1
acidimetrical,0.1,0.5,0.375,1,0.727272727272727,0,0.3,0.5,0.727272727272727,0,0.875,1,0.272727272727273,0,0.454545454545455,0,0.363636363636364,0,0.727272727272727,0,0.375,1,0.1,0.5,0.9,0.5
acidulousness,0.1,0.5,0.375,1,0.727272727272727,0,0.3,0.5,0.636363636363636,0,0.9,0.5,0.818181818181818,0,0.636363636363636,0,0.2,0.5,0.75,1,0.272727272727273,0,0.2,0.5,0.2,0.5
acipenseridae,0.1,0.5,0.375,1,0.727272727272727,0,0.909090909090909,0,0.272727272727273,0,0.75,1,0.2,0.5,0.272727272727273,0,0.363636363636364,0,0.727272727272727,0,0.3,0.5,0.1,0.5,0.272727272727273,0
